Country,Question ID,Response,Justification,Supporting0,Supporting1,Supporting2,Supporting4
Bahrain,ODB.2013.D12.b,1,,"http://moedu.gov.bh/hec/page.aspx?page_key=HE-Stat&lang=en (accessed 23 July 2014)
http://bahrain.knoema.com/qdhjiib/bahrain-regional-statistics-2013",No up to date data was available.,,
Bahrain,ODB.2013.D13.a,1,,"Given that the OSAC has published an extensive report on crime in Bahrain, I assume data exists. It is however not shared. The Ministry of Interior is responsible for this data.

The only thing which might seem like crime-related numbers is available on the so called Open Data portal. These numbers are more justice-related though (number of cases judged in cassation courts, based on shari'a law, etc.) than actual crime statistics.",,,"Bahrain 2014 Crime and Safety Report
https://www.osac.gov/pages/ContentReportDetails.aspx?cid=15586
Bahrain: Justice Statistics 2013
http://bahrain.knoema.com/fjcdkhg/bahrain-justice-statistics-2013
accessed 23 July 2014."
Bahrain,ODB.2013.D13.b,0,,"Bahrain 2014 Crime and Safety Report
https://www.osac.gov/pages/ContentReportDetails.aspx?cid=15586
accessed 23 July 2014.",Does not seem so.,,
Bahrain,ODB.2013.D14.a,1,,"Bahrain doesn't seem to have a dedicated Ministry or Agency to handle environmental issues. Other than the Ministry of Industry and Commerce registration recommendations and a Ministry of Foreign Affairs memo, there isn't much on environmental indicators.",,,"http://www.mofa.gov.bh/?TabId=133&language=en-US
accessed 23 July 2014."
Bahrain,ODB.2013.D14.b,0,,"http://www.mofa.gov.bh/?TabId=133&language=en-US
accessed 23 July 2014.",Does not seem so.,,
Bahrain,ODB.2013.D15.a,1,,"Bahrain solely holds elections for the Chamber of Deputies (lower Chamber of the bicameral Bahraini Parliament, the Shura Council members being appointed by the King). The website http://www.vote.bh/ was supposed to link to candidates and results from the latest elections in Bahrain (2010) but the website does not seem to operate anymore.",,,"http://www.vote.bh/
(not responding in July 2014)"
Bahrain,ODB.2013.D15.b,0,,"http://www.vote.bh/
(not responding in July 2014)",Does not seem so.,,
Bahrain,ODB.2013.D11.a,1,,"The Ministry of Health (MoH) is responsible for collecting this data. On its website, the MoH provides different documents but they do not seem to contain health sector performance data. Instead, one would need to dig into each of them and come up with some sort of meta-indicator. Documents are slightly out-dated (the most recent is for 2012) and in PDF format.
Lastly, the country's e-gov portal has very broad overview.",,,"http://www.moh.gov.bh/EN/aboutMOH/MOHstatistics.aspx
http://www.moh.gov.bh/PDF/Publications/statistics/HS2012/hs2012_e.htm - statistices by the MoH for 2012
http://www.moh.gov.bh/PDF/Publications/statistics/HS2012/PDF/Chapters/CH07-publichealth_2012.pdf - Public Health data for 2012
http://www.bahrain.bh/wps/portal/!ut/p/a1/pVNNb6MwEP0r7YEj8cQBZ7I3kiYEGoqUryZcIhPMR0WAgtO0--vXpCtVrdpmq_UBycObN_PejElANiQo-FOWcJmVBc_be8B2Ux9YlyJ1_bFpgYVr78a-MQDWhgJs2Q7BsLqODTb6MwbOynbs5crtgm8Sle1ZDnUGBh34Jg7BGa896uKyO7plbbYCwBfHgg_VFxM8V7eHg0kP7B65JwEJ9oWsZEq2IimfqrKWPN-JQoO0PAgNjo2Ij_lVVsRlfTirUn8Ez2WqYlchT2ueFS1LxRMRiSZLXm_7LCJbjFnE-gz1PR-EutHfD_TQjKiOfcqQIpoYhX81fNPkBQfPGr73kFww6VwCqDfqOgZ1wfNUGIfz2XIyAkB6AaBavJsqs8hCFMR9hX5dTMmltTfyktYymeqts2QTccnb3CQvw_PabK0i7KEC1SIWtag7x1qFUymrXxpocDqdOocy7aiRdcJUg_GdBjwsj9LzpxqoTyPVsBqZ7ZsOb6rnzxjTspFk856JbNU0-m92wxxV1_7tfOUPPWogI4sfjvcD4fv52UB_TOj-w5PKHh4fA0utdllI8axU_sduV4fV6oAP8YzNx7H10vs9E_c6DxF6Zp5Y19d_AIoiUKs!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/
All links accessed 23 July 2014."
Bahrain,ODB.2013.D11.b,1,,"http://www.moh.gov.bh/EN/aboutMOH/MOHstatistics.aspx
http://www.moh.gov.bh/PDF/Publications/statistics/HS2012/hs2012_e.htm - statistices by the MoH for 2012
http://www.moh.gov.bh/PDF/Publications/statistics/HS2012/PDF/Chapters/CH07-publichealth_2012.pdf - Public Health data for 2012
http://www.bahrain.bh/wps/portal/!ut/p/a1/pVNNb6MwEP0r7YEj8cQBZ7I3kiYEGoqUryZcIhPMR0WAgtO0--vXpCtVrdpmq_UBycObN_PejElANiQo-FOWcJmVBc_be8B2Ux9YlyJ1_bFpgYVr78a-MQDWhgJs2Q7BsLqODTb6MwbOynbs5crtgm8Sle1ZDnUGBh34Jg7BGa896uKyO7plbbYCwBfHgg_VFxM8V7eHg0kP7B65JwEJ9oWsZEq2IimfqrKWPN-JQoO0PAgNjo2Ij_lVVsRlfTirUn8Ez2WqYlchT2ueFS1LxRMRiSZLXm_7LCJbjFnE-gz1PR-EutHfD_TQjKiOfcqQIpoYhX81fNPkBQfPGr73kFww6VwCqDfqOgZ1wfNUGIfz2XIyAkB6AaBavJsqs8hCFMR9hX5dTMmltTfyktYymeqts2QTccnb3CQvw_PabK0i7KEC1SIWtag7x1qFUymrXxpocDqdOocy7aiRdcJUg_GdBjwsj9LzpxqoTyPVsBqZ7ZsOb6rnzxjTspFk856JbNU0-m92wxxV1_7tfOUPPWogI4sfjvcD4fv52UB_TOj-w5PKHh4fA0utdllI8axU_sduV4fV6oAP8YzNx7H10vs9E_c6DxF6Zp5Y19d_AIoiUKs!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/
All links accessed 23 July 2014.",Does not seem so. The Open Data portal does not provide any such data and the five datasets it seems to contain are all more than outdated (http://bahrain.knoema.com/data#topic=Health).,,
Bahrain,ODB.2013.D16.a,1,,"""The Tender Board is a fully independent body, established by a Royal Decree on 7 January 2003"". The US Dept of State Investment Climate Statement for Bahrain complements: ""In October 2002, Bahrain implemented a new government procurement law that establishes the basic framework for a transparent, rules-based government procurement system. It provides that certain procurements may be conducted as international public tenders open to foreign suppliers. To implement this law, a tender board chaired by a Minister of State was established in January 2003 to oversee all government tenders and purchases.""
(http://www.state.gov/e/eb/rls/othr/ics/2012/191105.htm)

The Tender Board has a list of opened, to be opened, closed and awarded tenders. The data is not published according to the terms of the Open Definition though. I have also chosen to select ""data collected but not shared"" as the information available is very limited (name of company and amount of tender funding) and not always up-to-date (for ex., the latest listing of awarded tenders is from June 2014).",,,"http://www.tenderboard.gov.bh/Default.aspx
Awarded tenders for June 2014: http://www.tenderboard.gov.bh/Uploads/AwardedTenders/JUNE2014.pdf

Accessed 23 July 2014."
Bahrain,ODB.2013.D16.b,1,,"http://www.tenderboard.gov.bh/Default.aspx
Awarded tenders for March 2014: http://www.tenderboard.gov.bh/Uploads/AwardedTenders/March2014.pdf

Accessed 23 July 2014.","No. This website however exists: http://www.globaltenders.com/government-tenders-bahrain.php It seems to crawl pretty frequently as it contains up-to-date tenders. Not open data.
Link accessed 23 July 2014.",,
Bahrain,ODB.2013.D10.a,1,,"The Central Bank of Bahrain Statistical Bulletin presents detailed data on monetary and financial indicators, foreign trade and the balance of payments. The Bank's website says the bulletin is published every month, yet the latest issue is from July 2014.

The e-gov portal has a broad yet quite comprehensive overview of the different stakeholders involved in investment and international trade in Bahrain. I have checked them all and listed some of the most important below. None contains details of the import/export of specific commodities.

The US Dept of State publishes a regular review of the investment climate in Bahrain. The latest edition, covering half of the examination period, is linked to below. Since this information exists, it means that there is data collected on the topic. Hence the ""data collected but not shared"" grade.",,,"Central Bank of Bahrain http://www.cbb.gov.bh/
Central Bank of Bahrain Statistical Bulletin for July 2014 http://www.cbb.gov.bh/assets/MSB/MSB-Jul2014.pdf
e-gov overview of investment in Bahrain: http://www.bahrain.bh/wps/portal/!ut/p/a1/pVNdc6IwFP0r7QOPmEsINO4bWkWolBkVq7w4QcNHBwOFqO3--g12ZzrttHU7m4fM5M65H-ecGxSjFYoFOxYZk0UlWNm9Y3szCcE2MMV-OLIccOgyuHVvCcCSKMDa3lAgjuG54NJwaoMXuZ67iHwDQgup7MDxsNcnuB9adADeaBlgny6M4Z3dZSsAfHEc-NB9Pqbn7u6gPzbBNdEDilG8FbKWOVrzrDrWVSNZueFCg7zacw0OLU8P5VUh0qrZn1lpUIgjb2UhMhW-SljesEJ0hWqW8R1vi-z1tS12aE1IP8X9G6oTzAyd0BR0yqihA0-3FCzLSk3yl8Y3c14Q8UzjexnRBZ3OLQAHQ8Mj2IcgUGE6mE0X4yEAxRcAasT7idILzblA_iv062aKLm6CYZB1kslc78RFqx2TrMvNyio5b87aEYlJFajhKW940zs0KpxLWf_SQIPT6dTbV3lPudZLcg1G9xqwpDrIIJxooK5WKr-UT9u2x9r6-bOKedVKtHpfCa2VGzdvcsOMqqnDu1kUDgJMqI3mP7T3Q8H3_rmAf1zQ_4dfVTw-PcWO2u5KSP6sWP7fetf7KNrTx3Rqz0ap82L-nvIHnSUUTKvMnOvrP_NI6yM!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/
Bahrain International Investment Park http://www.biip.com.bh/
Companies Operational at BIIP http://www.biip.com.bh/default.asp?action=article&id=27
US Dept of State 2013 Investment Climate Statement - Bahrain http://www.state.gov/e/eb/rls/othr/ics/2013/204598.htm"
Bahrain,ODB.2013.D10.b,1,,"Central Bank of Bahrain http://www.cbb.gov.bh/
Central Bank of Bahrain Statistical Bulletin for April 2014 http://www.cbb.gov.bh/assets/MSB/MSB-APR2014.pdf
Bahrain International Investment Park http://www.biip.com.bh/
Companies Operational at BIIP http://www.biip.com.bh/default.asp?action=article&id=27",,,
Bahrain,ODB.2013.D1.c,0,,,,The data is only available through an online Microsoft Silverlight based interface.,
Bahrain,ODB.2013.D1.d,0,,,The data is not available online at all.,,
Bahrain,ODB.2013.D1.e,1,,The online map can be freely accessed. No data is provided.,,,
Bahrain,ODB.2013.D1.f,0,,"""The data, information and all materials [...] are protected by the Copyright Laws of the Kingdom of Bahrain and by international treaties. It is illegal and strictly prohibited to distribute, publish, offer for sale, license or sublicense, give or redistribute to any other party the Materials in hard copy or digital form without the prior written permission from CIO. All offenders will be sued in a court of law.""",See 'agreement' tab at https://www.bahrainlocator.gov.bh/BahrainLocator/,,
Bahrain,ODB.2013.D1.h,1,,The interactive online map appears to be an ongoing project - but open data is not sustainably published.,,,
Bahrain,ODB.2013.D1.g,1,,"Unknown. However, the data appears to reflect the current state of the country.",N/A,N/A,
Bahrain,ODB.2013.D1.j,0,,,,,
Bahrain,ODB.2013.D1.i,0,,"The online map is only accessible through Microsoft Silverlight, which cannot be accessed on certain Linux platforms. This made data discovery and assessment challenging.",,,
Bahrain,ODB.2013.D2.c,0,,,,The data is not available online at all.,
Bahrain,ODB.2013.D2.d,0,,,The data is not available online at all.,,
Bahrain,ODB.2013.D2.e,0,,The data is not available online at all.,It is unclear whether one could request this data (regardless of the format). No such mention was identified.,,
Bahrain,ODB.2013.D2.f,0,,The data is not available online at all.,The website is copyright of the Ministry.,,
Bahrain,ODB.2013.D2.g,0,,The data is not available online at all.,N/A,N/A,
Bahrain,ODB.2013.D2.h,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D2.i,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D2.j,0,,,,,
Bahrain,ODB.2013.D5.c,0,,,,The data is not available online at all.,
Bahrain,ODB.2013.D5.d,0,,,The data is not available online at all.,,
Bahrain,ODB.2013.D5.e,0,,"For this indicator, the following document was considered: 'Budget Brochures 2013-2014' (accessible here as PDF http://www.mof.gov.bh/topiclist.asp?ctype=budget&id=873). The document is available free of charge for anyone to download.",Data is provided free of charge.,,
Bahrain,ODB.2013.D5.f,0,,The data is not available online at all. The website is copyrighted by the Ministry.,,,
Bahrain,ODB.2013.D5.g,0,,The data is not available online at all.,N/A,N/A,
Bahrain,ODB.2013.D5.h,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D5.i,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D5.j,0,,,,,
Bahrain,ODB.2013.D6.c,0,,,,The data is not available online at all.,
Bahrain,ODB.2013.D6.d,0,,,The data is not available online at all.,,
Bahrain,ODB.2013.D6.e,0,,The data is not available online at all.,No mention was identified regarding whether this data is available at all.,,
Bahrain,ODB.2013.D6.f,0,,The data is not available online at all. The website and the summary information are copyrighted by the Ministry.,,,
Bahrain,ODB.2013.D6.j,0,,,,,
Bahrain,ODB.2013.D6.i,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D6.h,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D6.g,0,,"The data is not available online at all. The summary information is available for the past fiscal years, but no per-month information exists.",N/A,N/A,
Bahrain,ODB.2013.D14.c,0,,,,The data is not available online at all.,
Bahrain,ODB.2013.D14.d,0,,,The data is not available online at all.,,
Bahrain,ODB.2013.D14.e,0,,The data is not available online at all.,No mention was identified whether this data could be provided at all.,,
Bahrain,ODB.2013.D14.f,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D14.g,0,,The data is not available online at all.,N/A,N/A,
Bahrain,ODB.2013.D14.h,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D14.i,0,,The data is not available online at all.,,,
Bahrain,ODB.2013.D14.j,0,,,,,
Bahrain,ODB.2013.D15.c,0,,,,The data is not available at all.,
Bahrain,ODB.2013.D15.d,0,,,The data is not available at all.,,
Bahrain,ODB.2013.D15.e,0,,The data is not available at all.,No mention was identified whether the data is available for acquisition at all.,,
Bahrain,ODB.2013.D15.f,0,,The data is not available at all.,,,
Bahrain,ODB.2013.D15.g,0,,The data is not available at all.,N/A,N/A,
Bahrain,ODB.2013.D15.j,0,,,,,
Bahrain,ODB.2013.D15.h,0,,The data is not available at all. The website is down.,,,
Bahrain,ODB.2013.D15.i,0,,The data is not available at all.,,,
Bahrain,ODB.2013.D9.f,0,,Copyright by the Ministry.,N/A,,
Bahrain,ODB.2013.D9.i,1,,"These are quite straigtforward to find once the person is on the Ministry's website. Yet, timetables are nowhere to be found.",,,
Bahrain,ODB.2013.D9.j,0,,,,,
Bahrain,ODB.2013.D4.c,1,,http://statistics.gov.bh/en/BulkDownload one needs first to select the dataset(s) then the period and the sectors before reaching a page where the data can be downloaded in various formats among which .txt; .csv (.mdb and .dbf are also included).,".txt,
.csv 
(.mdb and .dbf are also available)",,"I am not convinced the Statistics website provides Open Data as there is no mention of the copyright that applies (neither ""copyright"" nor license is mentioned)."
Bahrain,ODB.2013.D4.d,1,,http://statistics.gov.bh/en/BulkDownload,One needs first to select the dataset(s) then the period and the sectors before reaching a page where the data can be downloaded in various formats.,,
Bahrain,ODB.2013.D4.e,1,,"No charging policy was identified, data can simply be visualised and downloaded directly.",N/A,,
Bahrain,ODB.2013.D4.f,0,,There is no mention as for what intellectual property rule applies.,N/A,,
Bahrain,ODB.2013.D4.g,0,,The date depends on the dataset but mainly datasets cover up to 2010 or 2011.,10/4/2014,"Unknown. My guess is, from the looks of it, that data was just uploaded at some point and that's it. The 'metadata' section of the Statistics website actually leads to a 'dictionary' section which does not really inform on the available datasets. It is thus impossible to verify whether the data is updated after having been uploaded for the first time.",
Bahrain,ODB.2013.D4.h,0,,"In the current case, the data publication appears to involve just one-­off publication of datasets, without any clearly identified process in place to keep the data updated. For ex., when one searches for 'education', the available dataset for ""Number of educational centers"" for adults covers 2006-2010. The website is difficult to browse as the only way to do so is by entering keywords in a Search field which seems to privilege the very first keyword only...",,,
Bahrain,ODB.2013.D4.i,0,,"The datasets are difficult to find as the only way to do so is by entering keywords in a Search field which seems to privilege the very first keyword only... Thus, if one wants to see which other datasets are available, one needs to click on each page and manually check all the titles. These sometimes contain spelling mistakes (especially true for the English side of the website) and the javascript seems to suffer some random issues as the ""Search"" field is sometimes broken.",,,
Bahrain,ODB.2013.D4.j,0,,,,,
Bahrain,ODB.2013.D7.c,0,,,,"As explained above, there is just a short list for ""Latest Company Registration"" otherwise one has to search for the company with its Company Registration (CR) number. If the latter is unknown, the search function is basically useless.

The data does not seem available through the Open Data portal (http://bahrain.knoema.com/).",
Bahrain,ODB.2013.D7.d,0,,,Machine-readable data does not exist to begin with.,,
Bahrain,ODB.2013.D7.e,0,,"Charging policy does not seem to exist. Although it is difficult to get around the CR number default search, one may try out the advanced search where the query is a char string. The search returns all companies whose names contain the query string. More detailed information is thus available, free of charge. Although a ""download report"" button is available, I was not successful in obtaining the proper download (error message returned, the resulting XLS only contained the general disclaimer).",The information is available free of charge.,,
Bahrain,ODB.2013.D7.f,0,,There is no mention of the licensing conditions (not even a copyright) on the website.,N/A,,
Bahrain,ODB.2013.D7.g,0,,"2014-10. If we only consider the ""Latest Company Registration"", one could argue the data is up-to-date, but the list is not available for download and changes every day or so.",10/4/2014,"Irregular. The ""Latest Company Registration"" list changes as new companies are registered, which seems to be as they come in rather than on a periodic basis. Yet, although the list is updated on an ad hoc basis as companies are registered, it is difficult to assess whether this is daily or weekly. Hence the choice for 'irregular'.",
Bahrain,ODB.2013.D7.h,1,,"No data is really published on the website, yet the ""Latest Company Registration"" list changes as new companies are registered, which seems to be as they come in rather than on a periodic basis. Although this list is not a dataset in the way this word is generally understood (as it is just a bullet-point list on a web page), the selected answer is 'Yes' as the web service is clearly regularly updated.",,,
Bahrain,ODB.2013.D7.i,0,,"The search form provides access only if you already know a company ID, or, in advanced search, a name. Locating whether machine-readable versions of the data are available was difficult.",,,
Bahrain,ODB.2013.D7.j,0,,,,,
Bahrain,ODB.2013.D8.c,0,,,,"As aforementioned, each institution has its own policies and laws on its own website. The Information Affairs Authority for instance has some of its policies (http://www.iaa.bh/policiespressrules.aspx) which are available on the website and in a .docx

Yet, no centralised resource exists and for ex. la Constitution is not available on a Bahraini website.",
Bahrain,ODB.2013.D8.d,0,,,There is no machine-readable data available to start with.,,
Bahrain,ODB.2013.D8.e,1,,"When the policies and rules are uploaded to the website or directly pasted in a static webpage, anyone can read them for free and without prior log-in.",N/A,,
Bahrain,ODB.2013.D8.f,0,,"Where the information is available, it is under the copyright rule of the website that contains it. Thus for ex., the IAA policies and rules mentioned above are under the copyright of the Agency, the website carrying the respective mention on the bottom.",N/A,,
Bahrain,ODB.2013.D8.g,0,,"It is tricky to answer this question as one cannot reasonably survey all websites of the Bahraini government in both English and Arabic. In addition, one would need a detailed comparison between the official Gazette and the websites to know whether the laws are up-to-date. Yet, I have selected 'No' as oftentimes the website carries a year of last update different from 2014 (may be 2011, 2012 or 2013).",10/4/2014,Unknown.,
Bahrain,ODB.2013.D8.h,0,,There is no open data available to start with.,,,
Bahrain,ODB.2013.D8.i,0,,"There is no open data available to start with. Then, if one wants to see what legislation may be available, one has to go on each agency/ministry website individually.",,,
Bahrain,ODB.2013.D8.j,0,,,,,
Bahrain,ODB.2013.D9.c,0,,,,The information available is on the website of the Ministry of Transport or one can get details in a PDF file.,
Bahrain,ODB.2013.D9.d,0,,,No machine-readable data is available to start with. Each PDF needs to be downloaded individually.,,
Bahrain,ODB.2013.D9.e,1,,"The information on the Ministry's website can be read by anyone. Similarly, anyone can download the PDFs.",N/A,,
Bahrain,ODB.2013.D9.g,1,,"I was not able to identify such a date. The website's mention is 2014 (bottom). I would have graded this with a ""N/A"" if such an option was available. The aforementioned PDFs which provide detailed routes contain no mention of updates. I have selected 'Yes' as, given the size of Bahrain, one could imagine that a change would have been swiftly reflected.",10/4/2014,Unknown.,
Bahrain,ODB.2013.D9.h,0,,"This is not open data, so I am referring to the PDFs providing detailed bus routes here. The PDFs seem to be one­-off publication of datasets, without any process in place to keep the information updated. It is unclear when they were first uploaded nor how often they are updated (if one assumes this happens).",,,
Bahrain,ODB.2013.D10.c,0,,,,"Where information is available, it is generally in PDFs. Sometimes, one finds import-export information (as .xls) but the data is out-dated (from 2009); the latter can be found here: http://www.data.gov.bh/wps/PA_OpenData/DownloadDocument?documentId=163",
Bahrain,ODB.2013.D10.d,0,,,"There is no machine-readable data to start with. When Excel sheets are identifiable, they need to be downloaded on an individual basis.",,
Bahrain,ODB.2013.D10.e,1,,"Again, it is not a dataset per se. Yet, anyone can read the portal and the websites linked to above, and download the PDFs.",N/A,,
Bahrain,ODB.2013.D10.f,0,,"Every website (of these mentioned above) carries a ""copyright, all rights reserved"" mention.",N/A,,
Bahrain,ODB.2013.D10.g,0,,July 2014 (2014-07) for the Central Bank. The others vary.,10/4/2014,Irregular (depends on sources),
Bahrain,ODB.2013.D10.h,0,,"It is not an open dataset we are discussing here. The aforementioned PDFs are supposed to be published on a monthly basis, yet we are in October and the latest available statistical bulletin is from July 2014.",,,
Bahrain,ODB.2013.D10.i,0,,"Despite all the general info on trade and the financial information that I have linked to above, I do not consider this to be actual trade information: for one to understand Bahraini trade, these indicators do not seem sufficient.",,,
Bahrain,ODB.2013.D10.j,0,,,,,
Bahrain,ODB.2013.D11.c,1,,http://bahrain.knoema.com/qdhjiib/bahrain-regional-statistics-2013,"csv, xsl","Documents on the MoH website are slightly out-dated (the most recent is for 2012) and in PDF format. The country's Open Data portal on Knoema has summary statistics in machine-readable formats (example: http://bahrain.knoema.com/qdhjiib/bahrain-regional-statistics-2013) yet these are outdated. Thus for instance, the health indicators in the 'Bahrain Regional Statistics 2013' cover the period 2010-2011. One needs to log in to Knoema in order to be able to download a dataset (in .xls or .csv).","Documents on the MoH website are slightly out-dated (the most recent is for 2012) and in PDF format. The country's Open Data portal on Knoema has summary statistics in machine-readable formats (example: http://bahrain.knoema.com/qdhjiib/bahrain-regional-statistics-2013) yet these are outdated. Thus for instance, the health indicators in the 'Bahrain Regional Statistics 2013' cover the period 2010-2011."
Bahrain,ODB.2013.D11.d,0,,,Data can only be downloaded from the Knoema platform following log-in. The data available is only accessible in response to a query interface.,,
Bahrain,ODB.2013.D11.e,0,,,N/A,,
Bahrain,ODB.2013.D11.f,0,,The data is the intellectual property of the MoH.,N/A,,
Bahrain,ODB.2013.D11.g,0,,Between 2010 and 2012.,10/4/2014,Unknown.,
Bahrain,ODB.2013.D11.h,0,,The files seem to be just uploaded without no clear guidance on the place and the type of information to release. They are also outdated while they should be updated on a regular basis.,,,
Bahrain,ODB.2013.D11.i,0,,One has to dig in different websites and read very general information before getting to some sort of data (summary statistics not on the topic addressed in this survey).,,,
Bahrain,ODB.2013.D11.j,0,,,,,
Bahrain,ODB.2013.D12.c,1,,http://bahrain.knoema.com/qdhjiib/bahrain-regional-statistics-2013,"xls,csv","Up-to-date data does not seem to be published online in any form whatsoever. Only outdated data is available (for 2010, in .xls or .csv) through Bahrain's Knoema portal: http://bahrain.knoema.com/qdhjiib/bahrain-regional-statistics-2013 It seems to be an extraction from MoE's PDFs.",The data is very outdated (2010)
Bahrain,ODB.2013.D12.d,0,,,"The data does not seem to be published online in any form whatsoever. Only outdated data is available (for 2010, in .xls or .csv) through Bahrain's Knoema portal: http://bahrain.knoema.com/qdhjiib/bahrain-regional-statistics-2013 To download anything, one has to log in on Knoema.",,
Bahrain,ODB.2013.D12.e,1,,Data can be freely downloaded from the Knoema portal.,N/A,,
Bahrain,ODB.2013.D12.f,0,,No clear licensing information is given.,N/A,,
Bahrain,ODB.2013.D12.g,0,,The data does not seem to be published online in any form whatsoever.,N/A,Unknown.,
Bahrain,ODB.2013.D12.h,0,,The data does not seem to be published online in any form whatsoever.,,,
Bahrain,ODB.2013.D12.i,0,,The data does not seem to be published online in any form whatsoever.,,,
Bahrain,ODB.2013.D12.j,0,,,,,
Bahrain,ODB.2013.D13.c,0,,,,"As aforementioned, the justice-related data is not crime data. The latter does not seem to be released.",
Bahrain,ODB.2013.D13.d,0,,,There is no crime data to be considered.,,
Bahrain,ODB.2013.D13.e,0,,There is no crime data to be considered.,N/A,,
Bahrain,ODB.2013.D13.g,0,,There is no crime data to be considered.,N/A,Unknown,
Bahrain,ODB.2013.D13.f,0,,There is no crime data to be considered.,N/A,,
Bahrain,ODB.2013.D13.i,0,,There is no crime data to be considered.,,,
Bahrain,ODB.2013.D13.h,0,,There is no crime data to be considered.,,,
Bahrain,ODB.2013.D13.j,0,,,,,
Bahrain,ODB.2013.D16.c,0,,,,"If we consider the awarded tenders, the data is solely available as a PDF.",
Bahrain,ODB.2013.D16.d,0,,,"If we consider the awarded tenders, the data is solely available as a PDF. Each PDF has to be individually and manually downloaded.",,
Bahrain,ODB.2013.D16.e,1,,"If we consider the awarded tenders, the data is solely available as a PDF which are free for anyone to download. In addition, anyone can access the tenderboard.",N/A,,
Bahrain,ODB.2013.D16.f,0,,"The website carries the mention: ""Tender Board - Kingdom of Bahrain - 2012 © All rights reserved.""",N/A,,
Bahrain,ODB.2013.D16.g,1,,"2014-10-02 If we consider the awarded tenders, the latest available file is from June 2014. The sections with Open and To Be Opened tenders are up-to-date (i.e., from 2 October 2014 for Open Tenders for ex., but these are not open data).",10/4/2014,Weekly,
Bahrain,ODB.2013.D16.h,0,,"The information is regularly uploaded. Yet, as none of it is an open dataset, I have selected 'No'.",,,
Bahrain,ODB.2013.D16.i,1,,"Once one knows which agency takes care of contracting, the information is straightforward to look for: it is on the homepage of the agency's website.",,,
Bangladesh,ODB.2013.D1.a,1,,"(1) Local Government Engineering Department, Ministry of Local Government, Rural Development and Cooperatives
(2) Survey of Bangladesh - http://www.sob.gov.bd/",,,
Bangladesh,ODB.2013.D1.b,1,,"(1) http://www.lged.gov.bd/ViewMap.aspx 
(2) http://www.sob.gov.bd/index.php",No,,
Bangladesh,ODB.2013.D2.a,1,,"Directorate of Land Records and Survey, Ministry of Land",,,
Bangladesh,ODB.2013.D2.b,1,,"http://www.minland.gov.bd/organization/Directorate-of-Land-Records-and-Survey (DLRS)
http://www.landzoning.gov.bd/WebMap.aspx
http://dlrs.portal.gov.bd/",No,,
Bangladesh,ODB.2013.D4.a,1,,"(1) Bangladesh Bureau of Statistics 
(2) Statistics and Informatics Division, Ministry of Planning",,,
Bangladesh,ODB.2013.D4.b,1,,"(1) http://www.bbs.gov.bd/home.aspx
(2) http://www.sid.gov.bd/
3) http://www.bbs.gov.bd/Census.aspx?MenuKey=43","No, not within the country. But, datasets are often available through international organizations such as the World Bank, ADB and so on.
http://203.112.218.64/pxweb2008/Dialog/varval.asp?ma=G&ti=All+avaiable+data+by+Indicator%2C+Country%2C+Subgroup%2C+Year+and+Source&path=../Database/MDG/Data/&lang=1
http://www.bbs.gov.bd/RptPopCen.aspx?page=%2fPageReportLists.aspx%3fPARENTKEY%3d41",,
Bangladesh,ODB.2013.D5.a,1,,"Finance Division, Ministry of Finance",,,
Bangladesh,ODB.2013.D5.b,1,,http://www.mof.gov.bd/en/index.php?option=com_content&view=article&id=266&Itemid=1#,No,,
Bangladesh,ODB.2013.D6.a,1,,Ministry of Finance,,,http://www.mof.gov.bd/en/
Bangladesh,ODB.2013.D6.b,1,,"http://www.mof.gov.bd/en/
http://www.mof.gov.bd/en/index.php?option=com_content&view=article&id=68&Itemid=1
http://www.mof.gov.bd/en/budget/div_exp/div_exp_mar_10.pdf?phpMyAdmin=GqNisTr562C5oxdV%2CEruqlWwoM5",No,,
Bangladesh,ODB.2013.D7.a,1,,Registrar of Joint Stock Companies and Firms,,,http://www.roc.gov.bd/
Bangladesh,ODB.2013.D7.b,1,,http://www.roc.gov.bd:7781/ - available through a search service and behind a CAPTCHA.,,,
Bangladesh,ODB.2013.D8.a,1,,"(1) Legislative and Parliamentary Affairs Division, Ministry of Law, Justice and Parliamentary Affairs
(2) Bangladesh Parliament  

All the laws of the country are available through ministry website.",,,"(1) http://www.legislativediv.gov.bd/legislative1/index.php
(2) http://www.parliament.gov.bd/index.php/en
3) http://bdlaws.minlaw.gov.bd/"
Bangladesh,ODB.2013.D8.b,1,,"(1) http://www.legislativediv.gov.bd/legislative1/index.php
(2) http://www.parliament.gov.bd/index.php/en
(3) http://bdlaws.minlaw.gov.bd/index.php?page=html&language=english",No,,
